complexity,loss,equation,score,sympy_format,lambda_format
14,0.0061187577,((inv(ElectronegativityDiff_minimum_EN_difference) + square(p_band_center)) * (cube(antibonding_orb_perc_max) + ElectronegativityDiff_range_EN_difference)) * (YangSolidSolution_Yang_omega * 5.9572425e-10),0.007025598959756922,(p_band_center**2 + 1/ElectronegativityDiff_minimum_EN_difference)*(ElectronegativityDiff_range_EN_difference + antibonding_orb_perc_max**3)*YangSolidSolution_Yang_omega*5.9572425e-10,PySRFunction(X=>(p_band_center**2 + 1/ElectronegativityDiff_minimum_EN_difference)*(ElectronegativityDiff_range_EN_difference + antibonding_orb_perc_max**3)*YangSolidSolution_Yang_omega*5.9572425e-10)
15,0.006083009,(((inv(ElectronegativityDiff_minimum_EN_difference) + square(p_band_center)) * (ElectronegativityDiff_range_EN_difference - (ICOHP_mean_min * antibonding_perc_std))) * YangSolidSolution_Yang_omega) * 6.611243e-10,0.005859610852258894,(p_band_center**2 + 1/ElectronegativityDiff_minimum_EN_difference)*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std)*YangSolidSolution_Yang_omega*6.611243e-10,PySRFunction(X=>(p_band_center**2 + 1/ElectronegativityDiff_minimum_EN_difference)*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std)*YangSolidSolution_Yang_omega*6.611243e-10)
16,0.006049166,YangSolidSolution_Yang_omega * (((square(p_band_center) - (OxidationStates_maximum_oxidation_state - inv(ElectronegativityDiff_minimum_EN_difference))) * 6.427387e-10) * (cube(antibonding_orb_perc_max) + ElectronegativityDiff_range_EN_difference)),0.005579063569873736,YangSolidSolution_Yang_omega*(p_band_center**2 - (OxidationStates_maximum_oxidation_state - 1/ElectronegativityDiff_minimum_EN_difference))*6.427387e-10*(ElectronegativityDiff_range_EN_difference + antibonding_orb_perc_max**3),PySRFunction(X=>YangSolidSolution_Yang_omega*(p_band_center**2 - (OxidationStates_maximum_oxidation_state - 1/ElectronegativityDiff_minimum_EN_difference))*6.427387e-10*(ElectronegativityDiff_range_EN_difference + antibonding_orb_perc_max**3))
17,0.005961208,(YangSolidSolution_Yang_omega * 6.915468e-10) * (inv(0.01671652 - ElectronegativityDiff_minimum_EN_difference) + ((ElectronegativityDiff_range_EN_difference - (ICOHP_mean_min * antibonding_perc_std)) * square(p_band_center))),0.014647266197449549,YangSolidSolution_Yang_omega*6.915468e-10*(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std) + 1/(0.01671652 - ElectronegativityDiff_minimum_EN_difference)),PySRFunction(X=>YangSolidSolution_Yang_omega*6.915468e-10*(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std) + 1/(0.01671652 - ElectronegativityDiff_minimum_EN_difference)))
19,0.0059056683,(((square(p_band_center) * (ElectronegativityDiff_range_EN_difference - (antibonding_perc_std * (ICOHP_mean_min * 1.7050359)))) + inv(0.01684053 - ElectronegativityDiff_minimum_EN_difference)) * YangSolidSolution_Yang_omega) * 6.3273903e-10,0.004680263291298893,(p_band_center**2*(ElectronegativityDiff_range_EN_difference - 1.7050359*ICOHP_mean_min*antibonding_perc_std) + 1/(0.01684053 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.3273903e-10,PySRFunction(X=>(p_band_center**2*(ElectronegativityDiff_range_EN_difference - 1.7050359*ICOHP_mean_min*antibonding_perc_std) + 1/(0.01684053 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.3273903e-10)
20,0.005897866,((YangSolidSolution_Yang_omega * ((inv(CrystalNNFingerprint_mean_hexagonal_planar_CN_6) / CoulombMatrix_coulomb_matrix_eig_0) + (ElectronegativityDiff_range_EN_difference - (ICOHP_mean_min * antibonding_perc_std)))) * (inv(ElectronegativityDiff_minimum_EN_difference) + square(p_band_center))) * 6.4376576e-10,0.0013220279516411386,YangSolidSolution_Yang_omega*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + 1/(CoulombMatrix_coulomb_matrix_eig_0*CrystalNNFingerprint_mean_hexagonal_planar_CN_6))*(p_band_center**2 + 1/ElectronegativityDiff_minimum_EN_difference)*6.4376576e-10,PySRFunction(X=>YangSolidSolution_Yang_omega*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + 1/(CoulombMatrix_coulomb_matrix_eig_0*CrystalNNFingerprint_mean_hexagonal_planar_CN_6))*(p_band_center**2 + 1/ElectronegativityDiff_minimum_EN_difference)*6.4376576e-10)
21,0.0058174115,((square(p_band_center) * ((ElectronegativityDiff_range_EN_difference + (ElementProperty_MagpieData_avg_dev_Column / CoulombMatrix_coulomb_matrix_eig_0)) - (antibonding_perc_std * ICOHP_mean_min))) + inv(0.016588636 - ElectronegativityDiff_minimum_EN_difference)) * (YangSolidSolution_Yang_omega * 6.817287e-10),0.013735187210682166,(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + ElementProperty_MagpieData_avg_dev_Column/CoulombMatrix_coulomb_matrix_eig_0) + 1/(0.016588636 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.817287e-10,PySRFunction(X=>(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + ElementProperty_MagpieData_avg_dev_Column/CoulombMatrix_coulomb_matrix_eig_0) + 1/(0.016588636 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.817287e-10)
22,0.005790856,(YangSolidSolution_Yang_omega * ((((ElectronegativityDiff_range_EN_difference + (inv(CrystalNNFingerprint_mean_hexagonal_planar_CN_6) / CoulombMatrix_coulomb_matrix_eig_0)) - (ICOHP_mean_min * antibonding_perc_std)) * square(p_band_center)) + inv(0.016588636 - ElectronegativityDiff_minimum_EN_difference))) * 6.7372335e-10,0.004575281595515853,YangSolidSolution_Yang_omega*(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + 1/(CoulombMatrix_coulomb_matrix_eig_0*CrystalNNFingerprint_mean_hexagonal_planar_CN_6)) + 1/(0.016588636 - ElectronegativityDiff_minimum_EN_difference))*6.7372335e-10,PySRFunction(X=>YangSolidSolution_Yang_omega*(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + 1/(CoulombMatrix_coulomb_matrix_eig_0*CrystalNNFingerprint_mean_hexagonal_planar_CN_6)) + 1/(0.016588636 - ElectronegativityDiff_minimum_EN_difference))*6.7372335e-10)
23,0.0057388647,(((ElectronegativityDiff_range_EN_difference + (((BandCenter_band_center / CoulombMatrix_coulomb_matrix_eig_0) - (ICOHP_mean_min * antibonding_perc_std)) * 1.7050359)) * square(p_band_center)) + inv(0.01684053 - ElectronegativityDiff_minimum_EN_difference)) * (YangSolidSolution_Yang_omega * 6.3273903e-10),0.009018718450328197,(p_band_center**2*(ElectronegativityDiff_range_EN_difference + (BandCenter_band_center/CoulombMatrix_coulomb_matrix_eig_0 - ICOHP_mean_min*antibonding_perc_std)*1.7050359) + 1/(0.01684053 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.3273903e-10,PySRFunction(X=>(p_band_center**2*(ElectronegativityDiff_range_EN_difference + (BandCenter_band_center/CoulombMatrix_coulomb_matrix_eig_0 - ICOHP_mean_min*antibonding_perc_std)*1.7050359) + 1/(0.01684053 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.3273903e-10)
24,0.0057245423,(inv(0.01684053 - ElectronegativityDiff_minimum_EN_difference) + ((ElectronegativityDiff_range_EN_difference + ((exp(BandCenter_band_center * ElementProperty_MagpieData_avg_dev_NpUnfilled) / CoulombMatrix_coulomb_matrix_eig_0) - (ICOHP_mean_min * antibonding_perc_std))) * square(p_band_center))) * (YangSolidSolution_Yang_omega * 6.511004e-10),0.002498804666440076,(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + exp(BandCenter_band_center*ElementProperty_MagpieData_avg_dev_NpUnfilled)/CoulombMatrix_coulomb_matrix_eig_0) + 1/(0.01684053 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.511004e-10,PySRFunction(X=>(p_band_center**2*(ElectronegativityDiff_range_EN_difference - ICOHP_mean_min*antibonding_perc_std + exp(BandCenter_band_center*ElementProperty_MagpieData_avg_dev_NpUnfilled)/CoulombMatrix_coulomb_matrix_eig_0) + 1/(0.01684053 - ElectronegativityDiff_minimum_EN_difference))*YangSolidSolution_Yang_omega*6.511004e-10)
25,0.005707478,(YangSolidSolution_Yang_omega * 6.0754946e-10) * (inv(0.016459204 - ElectronegativityDiff_minimum_EN_difference) + ((ElectronegativityDiff_range_EN_difference + (exp(ElementProperty_MagpieData_avg_dev_NpUnfilled) * ((sqrt(bnd_wICOHP) / CoulombMatrix_coulomb_matrix_eig_0) - (antibonding_perc_std * ICOHP_mean_min)))) * square(p_band_center))),0.002985353808996315,6.0754946e-10*YangSolidSolution_Yang_omega*(p_band_center**2*(ElectronegativityDiff_range_EN_difference + (-ICOHP_mean_min*antibonding_perc_std + sqrt(bnd_wICOHP)/CoulombMatrix_coulomb_matrix_eig_0)*exp(ElementProperty_MagpieData_avg_dev_NpUnfilled)) + 1/(0.016459204 - ElectronegativityDiff_minimum_EN_difference)),PySRFunction(X=>6.0754946e-10*YangSolidSolution_Yang_omega*(p_band_center**2*(ElectronegativityDiff_range_EN_difference + (-ICOHP_mean_min*antibonding_perc_std + sqrt(bnd_wICOHP)/CoulombMatrix_coulomb_matrix_eig_0)*exp(ElementProperty_MagpieData_avg_dev_NpUnfilled)) + 1/(0.016459204 - ElectronegativityDiff_minimum_EN_difference)))
27,0.0056897243,(inv((ElementProperty_MagpieData_minimum_GSvolume_pa - cube(inv((p_band_center * GaussianSymmFunc_std_dev_G2_0_05) / (ElectronegativityDiff_minimum_EN_difference / (inv(p_band_width) + square(ICOHP_antibndg_orb_mean_max - antibonding_orb_perc_max)))))) * bonding_orb_perc_avg) * ElementProperty_MagpieData_maximum_GSbandgap) * (square(ChemicalOrdering_mean_ordering_parameter_shell_1) + antibonding_perc_std),0.001557725649902424,ElementProperty_MagpieData_maximum_GSbandgap*(1/(bonding_orb_perc_avg*(-ElectronegativityDiff_minimum_EN_difference**3/(GaussianSymmFunc_std_dev_G2_0_05**3*p_band_center**3*((ICOHP_antibndg_orb_mean_max - antibonding_orb_perc_max)**2 + 1/p_band_width)**3) + ElementProperty_MagpieData_minimum_GSvolume_pa)))*(ChemicalOrdering_mean_ordering_parameter_shell_1**2 + antibonding_perc_std),PySRFunction(X=>ElementProperty_MagpieData_maximum_GSbandgap*(1/(bonding_orb_perc_avg*(-ElectronegativityDiff_minimum_EN_difference**3/(GaussianSymmFunc_std_dev_G2_0_05**3*p_band_center**3*((ICOHP_antibndg_orb_mean_max - antibonding_orb_perc_max)**2 + 1/p_band_width)**3) + ElementProperty_MagpieData_minimum_GSvolume_pa)))*(ChemicalOrdering_mean_ordering_parameter_shell_1**2 + antibonding_perc_std))
