complexity,loss,equation,score,sympy_format,lambda_format
1,0.45475835,-1.9677745,0.0,-1.96777450000000,PySRFunction(X=>-1.96777450000000)
3,0.08615843,ElementProperty_MagpieData_avg_dev_Electronegativity * -1.9097486,0.8317891840987419,ElementProperty_MagpieData_avg_dev_Electronegativity*(-1.9097486),PySRFunction(X=>ElementProperty_MagpieData_avg_dev_Electronegativity*(-1.9097486))
4,0.056821864,0.9788259 - exp(ElementProperty_MagpieData_avg_dev_Electronegativity),0.41626662953120447,0.9788259 - exp(ElementProperty_MagpieData_avg_dev_Electronegativity),PySRFunction(X=>0.9788259 - exp(ElementProperty_MagpieData_avg_dev_Electronegativity))
5,0.05017506,(ElementProperty_MagpieData_avg_dev_Electronegativity * -2.693505) + 0.86614406,0.1244030907418513,0.86614406 + ElementProperty_MagpieData_avg_dev_Electronegativity*(-2.693505),PySRFunction(X=>0.86614406 + ElementProperty_MagpieData_avg_dev_Electronegativity*(-2.693505))
6,0.042644806,sqrt(ElectronegativityDiff_std_dev_EN_difference) + (ElementProperty_MagpieData_avg_dev_Electronegativity * -2.5765646),0.16261260592074336,sqrt(ElectronegativityDiff_std_dev_EN_difference) - 2.5765646*ElementProperty_MagpieData_avg_dev_Electronegativity,PySRFunction(X=>sqrt(ElectronegativityDiff_std_dev_EN_difference) - 2.5765646*ElementProperty_MagpieData_avg_dev_Electronegativity)
7,0.040819377,(ElementProperty_MagpieData_avg_dev_Electronegativity * -2.6818073) + sqrt(sqrt(ElectronegativityDiff_std_dev_EN_difference)),0.043748589436769535,ElectronegativityDiff_std_dev_EN_difference**(1/4) - 2.6818073*ElementProperty_MagpieData_avg_dev_Electronegativity,PySRFunction(X=>ElectronegativityDiff_std_dev_EN_difference**(1/4) - 2.6818073*ElementProperty_MagpieData_avg_dev_Electronegativity)
8,0.037091393,(ElementProperty_MagpieData_avg_dev_Electronegativity * -2.465045) + sqrt(ElectronegativityDiff_std_dev_EN_difference / Loewdin_max),0.09577194704950971,-2.465045*ElementProperty_MagpieData_avg_dev_Electronegativity + sqrt(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max),PySRFunction(X=>-2.465045*ElementProperty_MagpieData_avg_dev_Electronegativity + sqrt(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max))
9,0.03343194,(ElementProperty_MagpieData_avg_dev_Electronegativity + -0.23570086) * ((ElectronegativityDiff_std_dev_EN_difference / Loewdin_max) + -2.8075182),0.10387321763303344,(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.23570086)*(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max - 2.8075182),PySRFunction(X=>(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.23570086)*(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max - 2.8075182))
10,0.032737087,(ElementProperty_MagpieData_avg_dev_Electronegativity + -0.24533008) * (sqrt(ElectronegativityDiff_std_dev_EN_difference / Loewdin_max) + -3.0472484),0.02100313620412547,(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.24533008)*(sqrt(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max) - 3.0472484),PySRFunction(X=>(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.24533008)*(sqrt(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max) - 3.0472484))
11,0.032436695,((ElementProperty_MagpieData_avg_dev_Electronegativity + -0.37997234) * ((ElectronegativityDiff_std_dev_EN_difference / Loewdin_max) + -2.8259187)) + -0.3335495,0.009218250589676388,(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.37997234)*(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max - 2.8259187) - 0.3335495,PySRFunction(X=>(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.37997234)*(ElectronegativityDiff_std_dev_EN_difference/Loewdin_max - 2.8259187) - 0.3335495)
12,0.031547002,((sqrt(ElectronegativityDiff_std_dev_EN_difference / (ElementProperty_MagpieData_range_NUnfilled + d_band_kurtosis)) + -2.8461862) * ElementProperty_MagpieData_avg_dev_Electronegativity) - -0.7720748,0.027811782962091008,ElementProperty_MagpieData_avg_dev_Electronegativity*(sqrt(ElectronegativityDiff_std_dev_EN_difference/(ElementProperty_MagpieData_range_NUnfilled + d_band_kurtosis)) - 2.8461862) + 0.7720748,PySRFunction(X=>ElementProperty_MagpieData_avg_dev_Electronegativity*(sqrt(ElectronegativityDiff_std_dev_EN_difference/(ElementProperty_MagpieData_range_NUnfilled + d_band_kurtosis)) - 2.8461862) + 0.7720748)
13,0.027649017,((sqrt(ElectronegativityDiff_std_dev_EN_difference / (cube(Loewdin_max) + ElementProperty_MagpieData_range_NUnfilled)) + -2.7578192) * ElementProperty_MagpieData_avg_dev_Electronegativity) - -0.6501271,0.13188838490108423,ElementProperty_MagpieData_avg_dev_Electronegativity*(sqrt(ElectronegativityDiff_std_dev_EN_difference/(ElementProperty_MagpieData_range_NUnfilled + Loewdin_max**3)) - 2.7578192) + 0.6501271,PySRFunction(X=>ElementProperty_MagpieData_avg_dev_Electronegativity*(sqrt(ElectronegativityDiff_std_dev_EN_difference/(ElementProperty_MagpieData_range_NUnfilled + Loewdin_max**3)) - 2.7578192) + 0.6501271)
14,0.0270078,(ElementProperty_MagpieData_avg_dev_Electronegativity + -0.2459599) * ((sqrt(ElectronegativityDiff_std_dev_EN_difference) / ((ElementProperty_MagpieData_range_NUnfilled * 0.09709557) + Loewdin_max)) + -2.8281248),0.02346446262644483,(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.2459599)*(sqrt(ElectronegativityDiff_std_dev_EN_difference)/(0.09709557*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.8281248),PySRFunction(X=>(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.2459599)*(sqrt(ElectronegativityDiff_std_dev_EN_difference)/(0.09709557*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.8281248))
15,0.027004931,(ElementProperty_MagpieData_avg_dev_Electronegativity * (sqrt(ElectronegativityDiff_std_dev_EN_difference / (Loewdin_max * sqrt(d_band_kurtosis + ElementProperty_MagpieData_range_NUnfilled))) + -2.8236032)) - -0.63819164,0.00010623421365965548,ElementProperty_MagpieData_avg_dev_Electronegativity*(sqrt(ElectronegativityDiff_std_dev_EN_difference/(Loewdin_max*sqrt(ElementProperty_MagpieData_range_NUnfilled + d_band_kurtosis))) - 2.8236032) + 0.63819164,PySRFunction(X=>ElementProperty_MagpieData_avg_dev_Electronegativity*(sqrt(ElectronegativityDiff_std_dev_EN_difference/(Loewdin_max*sqrt(ElementProperty_MagpieData_range_NUnfilled + d_band_kurtosis))) - 2.8236032) + 0.63819164)
16,0.02590314,((sqrt(ValenceOrbital_frac_d_valence_electrons + ElectronegativityDiff_std_dev_EN_difference) / (Loewdin_max + (ElementProperty_MagpieData_range_NUnfilled * 0.10699764))) + -2.7531295) * (ElementProperty_MagpieData_avg_dev_Electronegativity + -0.1984798),0.04165528208090229,(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.1984798)*(sqrt(ElectronegativityDiff_std_dev_EN_difference + ValenceOrbital_frac_d_valence_electrons)/(0.10699764*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.7531295),PySRFunction(X=>(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.1984798)*(sqrt(ElectronegativityDiff_std_dev_EN_difference + ValenceOrbital_frac_d_valence_electrons)/(0.10699764*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.7531295))
17,0.02410338,(ElementProperty_MagpieData_avg_dev_Electronegativity + -0.24638833) * ((sqrt(ElectronegativityDiff_std_dev_EN_difference + inv(d_band_kurtosis)) / (Loewdin_max + (ElementProperty_MagpieData_range_NUnfilled * 0.1228963))) + -2.8835125),0.07201211725299717,(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.24638833)*(sqrt(ElectronegativityDiff_std_dev_EN_difference + 1/d_band_kurtosis)/(0.1228963*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.8835125),PySRFunction(X=>(ElementProperty_MagpieData_avg_dev_Electronegativity - 0.24638833)*(sqrt(ElectronegativityDiff_std_dev_EN_difference + 1/d_band_kurtosis)/(0.1228963*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.8835125))
19,0.024074163,((sqrt(ElectronegativityDiff_std_dev_EN_difference + inv(d_band_kurtosis)) / ((ElementProperty_MagpieData_range_NUnfilled * 0.1275955) + Loewdin_max)) + -2.8091078) * ((ElementProperty_MagpieData_avg_dev_Electronegativity + -0.2472425) / 0.9704398),0.0006064444503066782,(1.03046062208083*ElementProperty_MagpieData_avg_dev_Electronegativity - 0.254773660354821)*(sqrt(ElectronegativityDiff_std_dev_EN_difference + 1/d_band_kurtosis)/(0.1275955*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.8091078),PySRFunction(X=>(1.03046062208083*ElementProperty_MagpieData_avg_dev_Electronegativity - 0.254773660354821)*(sqrt(ElectronegativityDiff_std_dev_EN_difference + 1/d_band_kurtosis)/(0.1275955*ElementProperty_MagpieData_range_NUnfilled + Loewdin_max) - 2.8091078))
